Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
4021.69995;250313.296875
4021.80005;246531.8125
4021.90015;241759.53125
4022;236179.3125
4022.1001;229799.625
4022.19995;222771.265625
4022.30005;215011.53125
4022.40015;206901.25
4022.5;198472.90625
4022.6001;189898.3125
4022.69995;181447.875
4022.80005;173269.71875
4022.90015;165618.65625
4023;158607.71875
4023.1001;152609.078125
4023.19995;147773.5
4023.30005;144179.109375
4023.40015;142076.171875
4023.5;141666.84375
4023.6001;142923.578125
4023.69995;145913.328125
4023.80005;150835.421875
4023.90015;157596.625
4024;166204.875
4024.1001;176587.3125
4024.19995;188630.9375
4024.30005;202233.25
4024.40015;217170.8125
4024.5;233387.5625
4024.6001;250575.140625
4024.69995;268438.4375
4024.80005;286865.84375
4024.90015;305554.3125
4025;324291.34375
4025.1001;342842.8125
4025.19995;360757.9375
4025.30005;378037.28125
4025.40015;394411.28125
4025.5;409495.65625
4025.6001;423256.46875
4025.69995;435695.4375
4025.80005;446615.84375
4025.90015;455667.5625
4026;463167.40625
4026.1001;468852.03125
4026.19995;472894.84375
4026.30005;475148.5625
4026.40015;475938.5
4026.5;475050.25
4026.6001;472839.9375
4026.69995;469471.8125
4026.80005;464880.28125
4026.90015;459380
4027;453004.71875
4027.1001;446146.5625
4027.19995;438693.84375
4027.30005;430951.875
4027.40015;423053.09375
4027.5;415330.25
4027.6001;407703.59375
4027.69995;400113.71875
4027.80005;392903.8125
4027.90015;386143.59375
4028;379777.9375
4028.1001;373879.78125
4028.19995;368540.59375
4028.30005;363611.78125
4028.40015;359124.3125
4028.5;355063.1875
4028.6001;351265.3125
4028.69995;347768.875
4028.80005;344504.1875
4028.90015;341379.78125
4029;338343.5
4029.1001;335181.03125
4029.19995;332061.625
4029.30005;328779.03125
4029.40015;325054
4029.5;321271.5
4029.6001;317107.09375
4029.69995;312798.5
4029.80005;307977.34375
4029.90015;302843.8125
4030;297465.46875
4030.1001;291732.75
4030.19995;285635.65625
4030.30005;279376.875
4030.40015;273024.625
4030.5;266389.65625
4030.6001;259772.09375
4030.69995;253164.359375
4030.80005;246608.796875
4030.90015;240141.75
4031;233878.75
4031.1001;227812.5625
4031.19995;221991.296875
4031.30005;216461.046875
4031.40015;211229.046875
4031.5;206468.28125
4031.6001;201967.328125
4031.69995;197854.1875
4031.80005;194076.140625
4031.90015;190519.984375
4032;187334.890625
4032.1001;184339.140625
4032.19995;181648.28125
4032.30005;179028.15625
4032.40015;176598.765625
4032.5;174197.875
4032.6001;171826.921875
4032.69995;169434.46875
4032.80005;167012.90625
4032.90015;164467.21875
4033;161798.46875
4033.1001;159009.96875
4033.19995;156051.3125
4033.30005;152945.46875
4033.40015;149695.703125
4033.5;146295.3125
4033.6001;142829.6875
4033.69995;139302.40625
4033.80005;135689.59375
4033.90015;132174.4375
4034;128747.8828125
4034.1001;125433.46875
4034.19995;122354.4140625
4034.30005;119591.0546875
4034.40015;117188.765625
4034.5;115249.4375
4034.6001;113807.5546875
4034.69995;112939.5546875
4034.80005;112717.7421875
4034.90015;113183.203125
4035;114457.515625
4035.1001;116488.5234375
4035.19995;119354.8359375
4035.30005;123172.484375
4035.40015;127834.078125
4035.5;133384.40625
4035.6001;139898.921875
4035.69995;147336.53125
4035.80005;155638.953125
4035.90015;164905.15625
4036;174823.359375
4036.1001;185694.75
4036.19995;197377.75
4036.30005;209704.4375
4036.40015;222668.8125
4036.5;236406.59375
4036.6001;250452.3125
4036.69995;265180.78125
4036.80005;280159.5
4036.90015;295557.96875
4037;311232.5625
4037.1001;327137.75
4037.19995;343069.0625
4037.30005;358989.65625
4037.40015;374971.84375
4037.5;390795.15625
4037.6001;406393.71875
4037.69995;421772.21875
4037.80005;436965.09375
4037.90015;451774.1875
4038;466020.9375
4038.1001;479974.125
4038.19995;493372.875
4038.30005;506211.03125
4038.40015;518564.875
4038.5;530155.875
4038.6001;541313.3125
4038.69995;551706.6875
4038.80005;561545.25
4038.90015;570668.1875
4039;579263
4039.1001;587323.75
4039.19995;594653.5625
4039.30005;601465.375
4039.40015;607796.6875
4039.5;613478.3125
4039.6001;618828.1875
4039.69995;623673.8125
4039.80005;628202.3125
4039.90015;632152.3125
4040;635761.375
4040.1001;639212.5
4040.19995;642111.125
4040.30005;644702.875
4040.40015;647079.75
4040.5;649015.9375
4040.6001;650700.375
4040.69995;651715.375
4040.80005;652679.875
4040.90015;652764.75
4041;652555.75
4041.1001;651635.9375
4041.19995;650083.9375
4041.30005;647656.75
4041.40015;644418.5
4041.5;640441.9375
4041.6001;635155.5625
4041.69995;628880.875
4041.80005;621603.8125
4041.90015;613013.3125
4042;603188.25
4042.1001;592045.9375
4042.19995;579607.0625
4042.30005;565652.8125
4042.40015;550461.75
4042.5;534102.0625
4042.6001;516292.5
4042.69995;497714.1875
4042.80005;477700.03125
4042.90015;456908.96875
4043;435351.59375
4043.1001;413273.40625
4043.19995;390687.625
4043.30005;367927.0625
4043.40015;345177.5
4043.5;322687.625
4043.6001;300696.09375
4043.69995;279336.25
4043.80005;258811.53125
4043.90015;239458.71875
4044;221446.75
4044.1001;204912.359375
4044.19995;190056.859375
4044.30005;177056.40625
4044.40015;165930.9375
4044.5;157009.875
4044.6001;149988.5
4044.69995;145147.03125
4044.80005;142404.90625
4044.90015;141801
4045;143181.21875
4045.1001;146435.609375
4045.19995;151461.9375
4045.30005;158089.03125
4045.40015;166240.65625
4045.5;175431.0625
4045.6001;185924.890625
4045.69995;197187.703125
4045.80005;209148.953125
4045.90015;221503.5
4046;234162.1875
4046.1001;246999.078125
4046.19995;259706.0625
4046.30005;272300.21875
4046.40015;284568.21875
4046.5;296604.40625
4046.6001;308289.84375
4046.69995;319479
4046.80005;330297.875
4046.90015;341044.6875
4047;351501.625
4047.1001;361937.9375
4047.19995;372417.375
4047.30005;383380.5
4047.40015;394701.21875
4047.5;406570.84375
4047.6001;419483.09375
4047.69995;433372.9375
4047.80005;448684.28125
4047.90015;465320.625
4048;483618.75
4048.1001;503567.59375
4048.19995;525430.75
4048.30005;549044.3125
4048.40015;574628.6875
4048.5;602109
4048.6001;631439
4048.69995;662189.5
4048.80005;694342.125
4048.90015;727976.25
4049;762452.5
4049.1001;797638.9375
4049.19995;832932.375
4049.30005;868385.5625
4049.40015;903222.375
4049.5;937316.25
4049.6001;970080.1875
4049.69995;1001041.9375
4049.80005;1030005.25
4049.90015;1056309.875
4050;1079903.625
4050.1001;1100121.25
4050.19995;1116832.375
4050.30005;1130062.375
4050.40015;1139134.125
4050.5;1144132.375
4050.6001;1144838.875
4050.69995;1141707.125
4050.80005;1134169.375
4050.90015;1122707.625
4051;1107498.5
4051.1001;1088604.625
4051.19995;1066286.875
4051.30005;1041197.3125
4051.40015;1013084.75
4051.5;982792.375
4051.6001;950601.5625
4051.69995;917183.9375
4051.80005;882181.3125
4051.90015;847092.9375
4052;811380.9375
4052.1001;776067.6875
4052.19995;741188.6875
4052.30005;707340.8125
4052.40015;674361.375
4052.5;643056.625
4052.6001;613119.625
4052.69995;584966.125
4052.80005;558928.5625
4052.90015;534696.25
4053;512614.6875
4053.1001;492159.28125
4053.19995;473835.59375
4053.30005;457035.84375
4053.40015;442107.21875
4053.5;428705.9375
4053.6001;416643.8125
4053.69995;405806.90625
4053.80005;396149.625
4053.90015;387314.875
4054;379407.15625
4054.1001;372140.5625
4054.19995;365439.125
4054.30005;359346.25
4054.40015;353624.8125
4054.5;348476.125
4054.6001;343898.9375
4054.69995;340103.28125
4054.80005;337013.28125
4054.90015;334722.53125
4055;333661.875
4055.1001;333618.40625
4055.19995;335367.9375
4055.30005;338599.78125
4055.40015;343830.78125
4055.5;351035.40625
4055.6001;360733.75
4055.69995;372679.4375
4055.80005;387462.6875
4055.90015;404970.4375
4056;424941.21875
4056.1001;448058.0625
4056.19995;473769.59375
4056.30005;502274.46875
4056.40015;533255.5625
4056.5;566770.5625
4056.6001;602201.0625
4056.69995;639396.75
4056.80005;678419.875
4056.90015;718433.125
4057;759029.6875
4057.1001;799982.1875
4057.19995;840779.75
4057.30005;880817.9375
4057.40015;919871.75
4057.5;957018.5625
4057.6001;992491.0625
4057.69995;1025084.0625
4057.80005;1054992.75
4057.90015;1081610.25
4058;1104800
4058.1001;1124325.375
4058.19995;1139683.75
4058.30005;1151375.5
4058.40015;1158873.125
4058.5;1162219.125
4058.6001;1161739.125
4058.69995;1157385.25
4058.80005;1149703.75
4058.90015;1138324.5
4059;1124160.875
4059.1001;1107371.125
4059.19995;1088260.25
4059.30005;1067084.25
4059.40015;1044855.125
4059.5;1021717.3125
4059.6001;997674.625
4059.69995;973804.6875
4059.80005;950107.9375
4059.90015;927233.0625
4060;904946.8125
4060.1001;884362.875
4060.19995;865258.25
4060.30005;847792.5
4060.40015;832136.375
4060.5;818362.25
4060.6001;806890
4060.69995;797200.5625
4060.80005;789358.75
4060.90015;783285
4061;778701.625
4061.1001;775835.375
4061.19995;773892.125
4061.30005;773058.125
4061.40015;772694.6875
4061.5;773049
4061.6001;773148
4061.69995;773432.1875
4061.80005;773249.5625
4061.90015;772531.1875
4062;771026.375
4062.1001;768413.6875
4062.19995;764753.375
4062.30005;759977
4062.40015;753870.25
4062.5;746397.1875
4062.6001;737667.75
4062.69995;727710.125
4062.80005;716518.9375
4062.90015;704196.3125
4063;691203.9375
4063.1001;677156.6875
4063.19995;662577.125
4063.30005;647343.875
4063.40015;632032.25
4063.5;616606.125
4063.6001;601269.9375
4063.69995;586216.75
4063.80005;571451.4375
4063.90015;557234.8125
4064;543565.6875
4064.1001;530732.25
4064.19995;518552.53125
4064.30005;507205.5
4064.40015;496665.34375
4064.5;486831.125
4064.6001;477761.625
4064.69995;469348.71875
4064.80005;461580.84375
4064.90015;454253.15625
4065;447323.3125
4065.1001;440672.71875
4065.19995;434252.59375
4065.30005;427863.625
4065.40015;421417.46875
4065.5;414886.875
4065.6001;408130.25
4065.69995;401197.75
4065.80005;393915.71875
4065.90015;386271.53125
4066;378457.875
4066.1001;370279.59375
4066.19995;361744.1875
4066.30005;353068.84375
4066.40015;344273.3125
4066.5;335459.625
4066.6001;326622.125
4066.69995;317857.21875
4066.80005;309432.9375
4066.90015;301245.25
4067;293682.6875
4067.1001;286394.34375
4067.19995;279951.71875
4067.30005;274058.625
4067.40015;269018.78125
4067.5;264511.8125
4067.6001;260971.84375
4067.69995;258190
4067.80005;256111.359375
4067.90015;254605.015625
4068;253838
4068.1001;253478.21875
4068.19995;253567.59375
4068.30005;253944.125
4068.40015;254509.59375
4068.5;255064.671875
4068.6001;255510.9375
4068.69995;255725.28125
4068.80005;255554.859375
4068.90015;255073.5625
4069;253906.96875
4069.1001;252123.40625
4069.19995;249641.0625
4069.30005;246518.625
4069.40015;242638.421875
4069.5;238077.015625
4069.6001;232823.609375
4069.69995;226959.40625
4069.80005;220597.84375
4069.90015;213937.1875
4070;206908.9375
4070.1001;199864.46875
4070.19995;192839.703125
4070.30005;186095.875
4070.40015;179640.1875
4070.5;173917.75
4070.6001;168844.1875
4070.69995;164751.09375
4070.80005;161578.03125
4070.90015;159714.9375
4071;159070.1875
4071.1001;159768.71875
4071.19995;161875.21875
4071.30005;165396.84375
4071.40015;170394.21875
4071.5;176710.953125
4071.6001;184351.6875
4071.69995;193223.578125
4071.80005;203306.328125
4071.90015;214404
4072;226117.5
4072.1001;238685.328125
4072.19995;251600.375
4072.30005;264983.40625
4072.40015;278297.59375
4072.5;291701.65625
4072.6001;304726.125
4072.69995;317458.5
4072.80005;329619.65625
4072.90015;341144.03125
4073;351830.78125
4073.1001;361805.125
4073.19995;370724.84375
4073.30005;378769.09375
4073.40015;385897.3125
4073.5;392041.5
4073.6001;397335.9375
4073.69995;401883.625
4073.80005;405689.9375
4073.90015;408905.71875
4074;411570.8125
4074.1001;413888.71875
4074.19995;415863.625
4074.30005;417791.875
4074.40015;419766.0625
4074.5;421812.375
4074.6001;424017.84375
4074.69995;426624.90625
4074.80005;429469.9375
4074.90015;432805.9375
4075;436502.90625
4075.1001;440718.90625
4075.19995;445407.78125
4075.30005;450294.03125
4075.40015;455794.09375
4075.5;461232.5625
4075.6001;467146
4075.69995;472786.84375
4075.80005;478579.625
4075.90015;484053.75
4076;489302.96875
4076.1001;494019.34375
4076.19995;498352.5
4076.30005;501773.6875
4076.40015;504678.0625
4076.5;506449.65625
4076.6001;507445.375
4076.69995;507377.4375
4076.80005;506508.4375
4076.90015;504488.75
4077;501541.25
4077.1001;497710
4077.19995;492876.03125
4077.30005;487370.8125
4077.40015;481029.65625
4077.5;474100.03125
4077.6001;466805.25
4077.69995;459112.625
4077.80005;451260.1875
4077.90015;443237.71875
4078;435278.375
4078.1001;427538.5
4078.19995;419987.5
4078.30005;412906.75
4078.40015;406215.71875
4078.5;400053.28125
4078.6001;394358.46875
4078.69995;389344.34375
4078.80005;384955.90625
4078.90015;381155.40625
4079;377775.75
4079.1001;374898.625
4079.19995;372490.65625
4079.30005;370436.6875
4079.40015;368691.5625
4079.5;367125.125
4079.6001;365663.9375
4079.69995;364173.125
4079.80005;362707.46875
4079.90015;360976.03125
4080;359303.5
4080.1001;357233.78125
4080.19995;355085.1875
4080.30005;352538.34375
4080.40015;349885.65625
4080.5;347024.71875
4080.6001;344041.4375
4080.69995;340928.78125
4080.80005;337973.75
4080.90015;335144.03125
4081;332545.03125
4081.1001;330364.71875
4081.19995;328723.96875
4081.30005;327760.4375
4081.40015;327585.6875
4081.5;328188
4081.6001;329920.53125
4081.69995;332729.09375
4081.80005;336709.625
4081.90015;341925.125
4082;348346.1875
4082.1001;356043.4375
4082.19995;364860.5625
4082.30005;374881.375
4082.40015;385920.4375
4082.5;397934.53125
4082.6001;410749.65625
4082.69995;424128.40625
4082.80005;437954.15625
4082.90015;451938.59375
4083;465931.40625
4083.1001;479914.8125
4083.19995;493152.4375
4083.30005;505983.78125
4083.40015;517990.71875
4083.5;528915.9375
4083.6001;538669.0625
4083.69995;547087.0625
4083.80005;554094.1875
4083.90015;559572.25
4084;563620.5
4084.1001;566020.625
4084.19995;566977.1875
4084.30005;566451.125
4084.40015;564580.3125
4084.5;561614.75
4084.6001;557632.3125
4084.69995;552938.6875
4084.80005;547470.375
4084.90015;541775.5
4085;536055.4375
4085.1001;530665.0625
4085.19995;525565.3125
4085.30005;521283.34375
4085.40015;517920.625
4085.5;515772.40625
4085.6001;514960.34375
4085.69995;515862.34375
4085.80005;518456.375
4085.90015;522830.625
4086;529236.9375
4086.1001;537699.1875
4086.19995;547773.5
4086.30005;560064.75
4086.40015;574024.75
4086.5;589896.75
4086.6001;607122.875
4086.69995;626038.1875
4086.80005;645887.25
4086.90015;666783.9375
4087;688812.0625
4087.1001;710995.25
4087.19995;733794.0625
4087.30005;756572.375
4087.40015;779276.125
4087.5;801937
4087.6001;824085
4087.69995;845719.4375
4087.80005;866587.375
4087.90015;886974.25
4088;906667.25
4088.1001;925491.0625
4088.19995;943717.9375
4088.30005;961309.75
4088.40015;978537.5625
4088.5;994846.75
4088.6001;1011354
4088.69995;1027649.1875
4088.80005;1043950.5625
4088.90015;1060495.5
4089;1077103.375
4089.1001;1094212.625
4089.19995;1112194.625
4089.30005;1130567.625
4089.40015;1149824
4089.5;1169869
4089.6001;1190688.25
4089.69995;1212410.5
4089.80005;1234504.375
4089.90015;1257574.375
4090;1280848.5
4090.1001;1304296
4090.19995;1328059.5
4090.30005;1351041.125
4090.40015;1373785
4090.5;1395287.5
4090.6001;1415721.75
4090.69995;1434280
4090.80005;1450981.125
4090.90015;1465493.375
4091;1477128
4091.1001;1485964.875
4091.19995;1491552.375
4091.30005;1493842.875
4091.40015;1492408.875
4091.5;1486876
4091.6001;1477981.625
4091.69995;1465038
4091.80005;1448481
4091.90015;1428097.625
4092;1404154
4092.1001;1376806.25
4092.19995;1346958.5
4092.30005;1314406.375
4092.40015;1279774.625
4092.5;1243468.125
4092.6001;1205932.875
4092.69995;1167573.625
4092.80005;1129029.75
4092.90015;1091230
4093;1054016.625
4093.1001;1018613.0625
4093.19995;985034.25
4093.30005;953926.3125
4093.40015;925994.8125
4093.5;901135.1875
4093.6001;879992.3125
4093.69995;862826.0625
4093.80005;849868.5
4093.90015;841028.6875
4094;836537.6875
4094.1001;836541.9375
4094.19995;840907.625
4094.30005;849271.0625
4094.40015;861530.0625
4094.5;877550.5625
4094.6001;896676
4094.69995;918995.3125
4094.80005;943629.0625
4094.90015;970580.5
4095;999119.75
4095.1001;1028732.25
4095.19995;1058938.125
4095.30005;1089483.875
4095.40015;1119743.25
4095.5;1149308
4095.6001;1177670.125
4095.69995;1204392.875
4095.80005;1229186.625
4095.90015;1252254.75
4096;1272623
4096.1001;1290480
4096.2002;1305686.375
4096.30029;1318293
4096.3999;1327880
4096.5;1334917.625
4096.6001;1339193.625
4096.7002;1341015.75
4096.80029;1340463.375
4096.8999;1337875.125
4097;1332988.875
4097.1001;1326486.75
4097.2002;1318474.875
4097.30029;1309224.75
4097.3999;1299229.375
4097.5;1288316.625
4097.6001;1276772.75
4097.7002;1265139.75
4097.80029;1253205
4097.8999;1241457
4098;1229648.375
4098.1001;1218088.25
4098.2002;1206764.875
4098.30029;1195450.625
4098.3999;1184563.375
4098.5;1173821.375
4098.6001;1163019.625
4098.7002;1152197.875
4098.80029;1141229.75
4098.8999;1130096.5
4099;1118124.375
4099.1001;1105698
4099.2002;1092641.875
4099.30029;1078265.875
4099.3999;1063049.75
4099.5;1046321.25
4099.6001;1028546.375
4099.7002;1008993.125
4099.80029;988155.375
4099.8999;966005.9375
4100;942340.875
4100.1001;916972.9375
4100.2002;890752.8125
4100.30029;863239.8125
4100.3999;834826.3125
4100.5;805800.125
4100.6001;776108.4375
4100.7002;746299.375
4100.80029;716632.75
4100.8999;687467.75
4101;658879.375
4101.1001;631423.875
4101.2002;605224.4375
4101.30029;580726.5
4101.3999;558329.6875
4101.5;538054.0625
4101.6001;520258.40625
4101.7002;505142.96875
4101.80029;492900.125
4101.8999;483907.96875
4102;477584.46875
4102.1001;474733.625
4102.2002;474758.15625
4102.30029;477872.46875
4102.3999;483956.46875
4102.5;492872.5
4102.6001;504358.9375
4102.7002;518168.3125
4102.80029;534188.6875
4102.8999;551910
4103;571123.875
4103.1001;591528.5
4103.2002;612836.4375
4103.30029;634696.5625
4103.3999;656254.6875
4103.5;678067.625
4103.6001;699283.9375
4103.7002;719689.5625
4103.80029;739020.875
4103.8999;757027.1875
4104;773583.8125
4104.1001;788670.375
4104.2002;802051.125
4104.30029;813560.0625
4104.3999;823316.625
4104.5;831601.25
4104.6001;838026.9375
4104.7002;843139.5625
4104.80029;846866.8125
4104.8999;849333.375
4105;851127.375
4105.1001;852123.125
4105.2002;852933.3125
4105.30029;853292.8125
4105.3999;854108.25
4105.5;855323.375
4105.6001;857143.6875
4105.7002;859790.0625
4105.80029;863534.375
4105.8999;868689.625
4106;875287.125
4106.1001;883373.9375
4106.2002;892960
4106.30029;904420.0625
4106.3999;917334.25
4106.5;931750.3125
4106.6001;947339.9375
4106.7002;964448.75
4106.80029;982154
4106.8999;1000625.875
4107;1019672.6875
4107.1001;1038720.75
4107.2002;1057518.25
4107.30029;1075580.375
4107.3999;1092749.5
4107.5;1108585
4107.6001;1122786.75
4107.7002;1134867.125
